ID_PIVO,UMIDADE,TEMPERATURA,PH,N,P,K,ESTADO_BOMBA,CAPTURADO_EM
p3,50.58,36.18,4.91,7,84,80,OFF,2026-05-19 01:41:51
p1,63.96,28.62,4.92,39,55,20,OFF,2026-05-19 01:41:55
p3,73.31,25.32,6.19,29,55,76,OFF,2026-05-19 01:41:56
p2,54.04,37.36,7.83,50,79,6,ON,2026-05-19 01:41:58
p1,80,22.23,6.32,88,3,95,OFF,2026-05-19 01:42:03
p1,63.51,27.25,4,59,100,22,OFF,2026-05-19 01:42:04
p2,64.99,25.29,7.29,93,2,87,OFF,2026-05-19 01:42:08
p2,73.07,26.88,4.87,46,60,51,OFF,2026-05-19 01:42:13
p2,75.73,17.36,4,55,34,96,OFF,2026-05-19 01:42:13
p3,60.52,30.24,4.27,74,57,28,OFF,2026-05-19 01:42:16
p1,57.03,27.29,6.9,97,21,1,OFF,2026-05-19 01:42:21
p3,58.67,35.14,6.39,21,90,32,ON,2026-05-19 01:42:21
p2,75.51,18.58,7.12,78,27,98,OFF,2026-05-19 01:42:24
p2,76.88,18.27,4.26,74,40,8,OFF,2026-05-19 01:42:31
p2,70.04,23.95,4,3,92,28,OFF,2026-05-19 01:42:34
p2,64.96,33.25,5.8,88,38,34,OFF,2026-05-19 01:42:35
p2,62.59,33.53,8.12,35,67,19,OFF,2026-05-19 01:42:35
p3,65.86,22.28,6.86,88,65,65,OFF,2026-05-19 01:42:36
p1,69.33,26.21,4,86,55,55,OFF,2026-05-19 01:42:40
p1,50.86,35.09,5.41,40,71,70,OFF,2026-05-19 01:42:49
p2,54.5,32.75,6.39,3,8,70,OFF,2026-05-19 01:42:57
p1,73.21,21.65,4,80,4,70,OFF,2026-05-19 01:42:59
p3,54.28,39.39,4.62,24,47,65,OFF,2026-05-19 01:43:02
p1,74.49,20.47,6.21,0,71,96,ON,2026-05-19 01:43:02
p1,68.67,22.2,4.32,67,80,35,OFF,2026-05-19 01:43:03
p3,74.57,22.13,4.97,63,42,30,OFF,2026-05-19 01:43:05
p3,48.69,38.7,6.38,58,72,99,ON,2026-05-19 01:43:06
p2,80,15.88,4.88,96,57,10,OFF,2026-05-19 01:43:07
p1,72.94,26.67,4.65,85,77,25,OFF,2026-05-19 01:43:07
p3,66.2,27.67,4.89,72,69,36,OFF,2026-05-19 01:43:14
p2,52.94,39.02,6.27,59,26,17,ON,2026-05-19 01:43:14
p2,46.17,33.74,4,44,60,35,OFF,2026-05-19 01:43:19
p3,49.08,34.79,4.31,71,38,95,OFF,2026-05-19 01:43:27
p2,59.82,25.96,4.72,52,47,11,OFF,2026-05-19 01:43:28
p1,76.51,16.26,6.69,25,26,92,OFF,2026-05-19 01:43:30
p3,69.56,19.38,6.26,38,73,85,OFF,2026-05-19 01:43:31
p3,70.7,25.53,7.87,21,25,48,OFF,2026-05-19 01:43:33
p2,66.04,31.7,5.01,13,95,32,OFF,2026-05-19 01:43:33
p1,61.12,28.2,5.26,18,92,7,OFF,2026-05-19 01:43:34
p3,74.47,16.36,5.41,47,16,70,OFF,2026-05-19 01:43:36
p1,62.23,34.35,7.41,68,47,13,OFF,2026-05-19 01:43:38
p3,68.8,18.83,4.79,31,94,7,ON,2026-05-19 01:43:49
p3,59.03,35.14,5.6,45,69,34,OFF,2026-05-19 01:43:50
p2,55.57,29.03,5.89,54,50,82,OFF,2026-05-19 01:43:53
p1,78.77,17.42,6.98,2,4,31,OFF,2026-05-19 01:43:54
p3,78.25,18.54,7.22,84,54,87,OFF,2026-05-19 01:43:54
p2,44.92,38.66,5.09,91,35,93,OFF,2026-05-19 01:43:58
p2,58.95,33.35,4,94,9,90,OFF,2026-05-19 01:44:03
p1,68.55,28.33,6.33,74,78,14,OFF,2026-05-19 01:44:04
p2,48.82,38.99,5.92,50,69,98,ON,2026-05-19 01:44:04
p3,73.57,19.42,4,18,32,79,OFF,2026-05-19 01:44:06
p3,74.27,19.04,4.43,62,86,14,OFF,2026-05-19 01:44:14
p3,60.59,23.13,4,59,83,79,OFF,2026-05-19 01:44:16
p2,63.09,27.96,5.94,36,55,73,OFF,2026-05-19 01:44:16
p2,48.78,39.37,7.1,52,6,51,OFF,2026-05-19 01:44:19
p1,51.81,39.49,6.34,61,20,32,OFF,2026-05-19 01:44:21
p2,53.86,33.04,7.89,21,36,99,OFF,2026-05-19 01:44:23
p2,74.91,17.02,5.92,58,89,67,OFF,2026-05-19 01:44:24
p3,73.87,25.26,4,30,42,69,OFF,2026-05-19 01:44:25
p3,63.57,27.63,4,54,56,50,ON,2026-05-19 01:44:32
p2,80,15.19,6.91,29,69,86,OFF,2026-05-19 01:44:36
p3,52.3,37.56,5.17,61,10,92,OFF,2026-05-19 01:44:41
p3,70.36,22.07,4,94,18,55,OFF,2026-05-19 01:44:41
p3,73.08,18.85,5.69,27,14,22,OFF,2026-05-19 01:44:42
p3,76.07,22.41,4,42,78,23,OFF,2026-05-19 01:44:42
p1,60.72,34.79,6.74,62,3,65,OFF,2026-05-19 01:44:45
p3,67.05,20.26,5.7,84,58,18,OFF,2026-05-19 01:44:45
p2,51.05,33.46,8.35,1,70,85,OFF,2026-05-19 01:44:46
p2,55.08,33.93,5.16,40,17,68,ON,2026-05-19 01:44:48
p3,75.99,19.79,4,44,8,35,OFF,2026-05-19 01:44:49
p2,65.61,29.21,7.56,3,46,51,OFF,2026-05-19 01:44:52
p1,42.91,37.9,6.86,72,88,98,ON,2026-05-19 01:44:53
p1,56.91,33.78,4.78,70,10,1,OFF,2026-05-19 01:44:57
p3,80,17.81,6.93,46,8,86,OFF,2026-05-19 01:45:07
p2,68.36,22.6,7.6,7,80,1,OFF,2026-05-19 01:45:07
p2,80,18.02,7.33,4,78,92,OFF,2026-05-19 01:45:08
p1,68.66,23.57,4,72,94,61,OFF,2026-05-19 01:45:14
p2,80,15.42,6.84,82,25,85,OFF,2026-05-19 01:45:19
p3,61.12,24.59,6.17,47,21,33,OFF,2026-05-19 01:45:20
p1,71.57,27.86,7.01,0,92,12,OFF,2026-05-19 01:45:21
p2,77.31,16.68,6.81,88,7,19,OFF,2026-05-19 01:45:24
p3,74.71,19.75,4,93,75,6,ON,2026-05-19 01:45:24
p2,64.5,32.48,6.18,62,66,80,OFF,2026-05-19 01:45:25
p2,65.89,30.59,7.23,38,22,43,OFF,2026-05-19 01:45:26
p2,80,17.68,6.08,46,75,21,OFF,2026-05-19 01:45:27
p1,39.44,39.75,6.36,67,18,25,ON,2026-05-19 01:45:29
p3,71.02,19.77,4,86,47,73,OFF,2026-05-19 01:45:34
p2,71.27,22.78,7.35,49,88,74,OFF,2026-05-19 01:45:35
p3,75.4,17.95,4,94,1,100,ON,2026-05-19 01:45:35
p1,77.57,17.02,5.86,32,41,90,OFF,2026-05-19 01:45:37
p3,76.86,18.55,5.59,81,96,3,OFF,2026-05-19 01:45:41
p2,77.07,16.78,4,82,28,92,OFF,2026-05-19 01:45:43
p2,46.92,36.61,4.41,57,29,56,OFF,2026-05-19 01:45:45
p2,50.95,34.65,4.95,7,30,99,OFF,2026-05-19 01:45:47
p3,73.63,16.75,6.72,12,65,16,OFF,2026-05-19 01:45:53
p3,71.49,18.78,6.79,48,23,45,OFF,2026-05-19 01:45:59
p2,65.43,27.99,6.13,12,11,41,OFF,2026-05-19 01:46:01
p1,59.72,37.79,7.43,31,56,0,OFF,2026-05-19 01:46:03
p1,71.11,27.53,4.95,34,30,87,OFF,2026-05-19 01:46:05
p3,79.53,15.81,4.79,100,47,14,OFF,2026-05-19 01:46:07
p2,57.65,36.69,4,69,39,69,OFF,2026-05-19 01:46:09
p2,73.74,25.57,4,84,97,78,OFF,2026-05-19 01:46:17
p1,56.56,29.8,7.25,31,91,67,OFF,2026-05-19 01:46:18
p2,62.71,24.79,5.46,92,67,32,ON,2026-05-19 01:46:21
p3,61.63,28.28,4,78,63,35,OFF,2026-05-19 01:46:25
p2,77.45,16.42,5.27,59,71,37,OFF,2026-05-19 01:46:27
p3,59.68,30.12,6.55,87,100,98,OFF,2026-05-19 01:46:29
p1,59.57,29.81,4.81,12,52,46,ON,2026-05-19 01:46:29
p3,60.03,26.45,7.11,4,11,42,OFF,2026-05-19 01:46:33
p1,80,19.51,4.04,32,30,6,OFF,2026-05-19 01:46:34
p1,72.67,19.7,7.4,72,66,44,OFF,2026-05-19 01:46:35
p1,60.3,36.03,4,12,80,91,OFF,2026-05-19 01:46:38
p3,42.9,35.62,4,56,32,25,OFF,2026-05-19 01:46:42
p1,62.82,26.4,6.94,83,52,72,OFF,2026-05-19 01:46:43
p1,65.34,26.84,6.5,3,69,6,OFF,2026-05-19 01:46:45
p3,66.44,23.81,4,96,91,90,OFF,2026-05-19 01:46:51
p3,76.08,18.92,4,95,35,63,OFF,2026-05-19 01:46:51
p2,71.08,19.7,6.86,69,0,65,OFF,2026-05-19 01:46:52
p2,59.87,33.35,8.31,32,1,70,OFF,2026-05-19 01:46:53
p1,67.64,24.03,4.16,67,3,75,OFF,2026-05-19 01:46:53
p2,61.33,33.74,5.82,68,41,44,OFF,2026-05-19 01:47:01
p2,67.25,31.99,4.04,91,54,43,OFF,2026-05-19 01:47:03
p2,63.45,29.55,4.1,40,75,24,OFF,2026-05-19 01:47:03
p2,54.67,31.63,4.4,72,40,74,OFF,2026-05-19 01:47:05
p2,57.17,28.11,4.78,27,91,92,OFF,2026-05-19 01:47:05
p1,77.75,17.91,4.51,99,97,99,OFF,2026-05-19 01:47:07
p1,77.16,17.96,6.28,10,37,37,ON,2026-05-19 01:47:08
p1,48.71,34.93,4,31,41,45,OFF,2026-05-19 01:47:08
p2,74.72,21.95,5.71,62,50,87,ON,2026-05-19 01:47:10
p2,52.71,36.21,6.44,0,28,45,ON,2026-05-19 01:47:10
p3,57.2,30.99,4,83,22,19,OFF,2026-05-19 01:47:14
p1,73.9,20.34,4.12,90,52,81,OFF,2026-05-19 01:47:18
p2,75.03,19.14,4,44,49,69,OFF,2026-05-19 01:47:20
p3,53.95,32.96,5.61,81,23,22,OFF,2026-05-19 01:47:23
p2,52.26,38.66,4.89,11,6,27,OFF,2026-05-19 01:47:24
p3,56,32.16,5.05,59,52,77,OFF,2026-05-19 01:47:25
p3,46.28,39.08,4,44,44,16,OFF,2026-05-19 01:47:30
p3,60.48,37.91,6.05,50,93,74,OFF,2026-05-19 01:47:31
p1,80,15.08,4,57,55,2,OFF,2026-05-19 01:47:34
p2,56.13,37.12,7.05,16,74,89,OFF,2026-05-19 01:47:38
p2,58.42,32.88,7.66,39,89,22,OFF,2026-05-19 01:47:38
p3,78.29,17.48,4.68,52,50,99,OFF,2026-05-19 01:47:42
p1,79.45,16.11,4,55,74,12,OFF,2026-05-19 01:47:43
p2,56.13,36.75,7.67,53,34,48,ON,2026-05-19 01:47:45
p2,68.23,34.35,6.13,8,31,73,OFF,2026-05-19 01:47:51
p2,46.99,37.45,4,1,23,18,OFF,2026-05-19 01:47:55
p1,66.45,27.98,4,99,18,86,OFF,2026-05-19 01:47:57
p1,54.67,32.9,5.04,8,39,96,OFF,2026-05-19 01:47:58
p2,52.85,33.56,5.25,67,1,38,OFF,2026-05-19 01:47:59
p1,48.41,38.21,4,60,54,51,ON,2026-05-19 01:48:00
p1,57.98,32.05,7.95,8,82,82,OFF,2026-05-19 01:48:00
p2,54.82,35.54,4.25,71,13,87,OFF,2026-05-19 01:48:01
p1,61.54,31.13,4,57,77,39,OFF,2026-05-19 01:48:03
p2,60.59,29.68,4.57,42,47,4,OFF,2026-05-19 01:48:03
p1,52.92,32.75,4.3,56,46,26,OFF,2026-05-19 01:48:05
p1,60.21,36.03,6.24,58,58,43,OFF,2026-05-19 01:48:08
p2,51.02,36.36,4,14,72,10,OFF,2026-05-19 01:48:09
p1,65.78,23.35,4,32,18,46,OFF,2026-05-19 01:48:11
p2,69.21,20.32,4.26,76,17,78,OFF,2026-05-19 01:48:18
p1,63.67,33.84,6.34,99,47,17,OFF,2026-05-19 01:48:22
p3,49.33,37.09,4,27,82,35,OFF,2026-05-19 01:48:25
p3,66.23,23.03,4.99,98,42,92,OFF,2026-05-19 01:48:26
p3,75.09,18.74,5.54,18,71,67,OFF,2026-05-19 01:48:30
p3,70.77,20.37,5.94,64,21,73,OFF,2026-05-19 01:48:33
p2,59.21,29.5,6.61,83,62,43,ON,2026-05-19 01:48:37
p3,65.29,25.03,7.37,23,50,7,OFF,2026-05-19 01:48:37
p3,67.28,26.09,7.66,66,4,22,OFF,2026-05-19 01:48:37
p1,63.6,30.54,6.46,14,2,38,OFF,2026-05-19 01:48:42
p2,57.89,35.89,5.42,85,50,31,ON,2026-05-19 01:48:42
p1,59.35,28.96,7.27,43,88,6,OFF,2026-05-19 01:48:42
p2,80,16.13,5.99,31,38,77,OFF,2026-05-19 01:48:42
p2,62.09,22.23,5.91,0,57,59,OFF,2026-05-19 01:48:43
p1,54.12,32.99,7.18,54,10,64,ON,2026-05-19 01:48:44
p2,56.53,35.78,4.39,98,32,83,OFF,2026-05-19 01:48:45
p2,55.35,32.56,6.04,63,23,42,OFF,2026-05-19 01:48:47
p2,69.92,26.56,4.28,6,56,81,OFF,2026-05-19 01:48:49
p2,71.06,18.54,6.21,61,32,45,OFF,2026-05-19 01:48:51
p3,50.44,38.63,7.92,6,17,35,OFF,2026-05-19 01:48:54
p3,65.84,23.42,4,59,64,42,OFF,2026-05-19 01:48:58
p2,70.66,20.91,6.7,76,29,14,OFF,2026-05-19 01:48:58
p2,66.73,31.03,4,42,5,42,OFF,2026-05-19 01:48:59
p2,78.27,17.38,4,96,54,21,OFF,2026-05-19 01:49:00
p1,61.77,30.12,8.11,1,48,34,OFF,2026-05-19 01:49:06
p3,74.47,22.22,5.62,60,30,29,OFF,2026-05-19 01:49:10
p2,50.35,35.16,4,7,82,27,OFF,2026-05-19 01:49:12
p2,68.78,28.98,5.02,51,99,76,OFF,2026-05-19 01:49:15
p1,73.97,23.86,6.32,4,43,6,OFF,2026-05-19 01:49:25
p3,65.82,22.75,4,70,92,2,OFF,2026-05-19 01:49:27
p1,67.58,32.49,5.05,77,32,77,OFF,2026-05-19 01:49:35
p1,67.79,23.41,4,16,46,73,OFF,2026-05-19 01:49:36
p2,59.43,28.81,5.74,97,99,77,OFF,2026-05-19 01:49:36
p2,51.24,34.53,4,70,12,79,OFF,2026-05-19 01:49:36
p2,64.21,26.42,6.85,21,22,39,OFF,2026-05-19 01:49:37
p2,61.7,30.73,6.73,67,33,95,OFF,2026-05-19 01:49:43
p1,57.93,39.06,5.37,37,50,70,OFF,2026-05-19 01:49:47
p3,70.46,22.89,8.29,0,66,45,OFF,2026-05-19 01:49:48
p1,64.06,26.19,4.97,22,13,63,ON,2026-05-19 01:49:53
p3,64.02,22.79,4.87,80,96,16,OFF,2026-05-19 01:49:54
p3,69.97,25.5,4.21,25,26,3,OFF,2026-05-19 01:49:55
p1,70.74,19.58,6.54,19,55,55,OFF,2026-05-19 01:49:56
p3,64.55,33.76,4,45,82,67,OFF,2026-05-19 01:49:58
p2,58.4,38.03,4,73,52,59,ON,2026-05-19 01:50:01
p3,59.32,35.02,4,91,28,41,OFF,2026-05-19 01:50:01
p1,78.74,15.66,7.12,32,95,15,ON,2026-05-19 01:50:09
p2,57.11,36.03,4.42,89,13,38,ON,2026-05-19 01:50:10
p2,50.19,37.15,5.3,62,81,71,OFF,2026-05-19 01:50:13
p3,73.33,18.17,4.5,62,81,52,OFF,2026-05-19 01:50:14
p3,55.97,34.72,6.61,45,76,2,OFF,2026-05-19 01:50:16
p3,59.35,31.56,5.32,29,50,78,OFF,2026-05-19 01:50:18
p1,70.66,25.25,4,69,91,51,OFF,2026-05-19 01:50:22
p2,46.95,39.89,4.54,4,17,85,OFF,2026-05-19 01:50:25
p1,64.97,22.38,5.19,58,89,69,OFF,2026-05-19 01:50:27
p2,78.87,20.83,5.76,3,19,53,OFF,2026-05-19 01:50:30
p2,47.92,36.27,4,52,30,46,OFF,2026-05-19 01:50:31
p1,53.87,35.4,4.63,9,28,85,ON,2026-05-19 01:50:32
p2,60,24.35,6.12,40,21,83,OFF,2026-05-19 01:50:39
p2,51.96,33.38,6.99,82,83,36,OFF,2026-05-19 01:50:41
p1,80,15.92,4,78,10,27,OFF,2026-05-19 01:50:43
p3,69.37,28.82,5.48,52,90,28,OFF,2026-05-19 01:50:44
p3,58.26,30.21,5.08,73,2,46,OFF,2026-05-19 01:50:45
p3,50.72,37.17,6.01,4,25,41,ON,2026-05-19 01:50:51
p3,71.6,25.71,7.19,71,19,24,OFF,2026-05-19 01:50:53
p3,71.49,23.77,4,10,60,70,OFF,2026-05-19 01:50:53
p2,76.21,15.28,4.87,43,65,30,OFF,2026-05-19 01:50:56
p2,62.51,31.78,7.2,82,95,30,OFF,2026-05-19 01:51:01
p2,66.43,28.84,5.95,81,41,23,OFF,2026-05-19 01:51:05
p3,48.94,39.13,4,49,85,68,OFF,2026-05-19 01:51:06
p3,59.44,33.69,5.06,55,99,36,OFF,2026-05-19 01:51:07
p2,61.06,35.5,7.99,11,76,60,OFF,2026-05-19 01:51:10
p2,71.58,18.57,4,42,49,28,OFF,2026-05-19 01:51:11
p3,77.34,16.77,7.11,81,5,78,OFF,2026-05-19 01:51:14
p3,47.12,39.63,5.77,37,63,8,ON,2026-05-19 01:51:18
p2,73.87,18.51,5.76,67,81,91,ON,2026-05-19 01:51:22
p2,51.32,31.84,4,74,36,62,OFF,2026-05-19 01:51:23
p3,59.95,32.94,6.87,37,77,47,OFF,2026-05-19 01:51:28
p3,61.8,26.24,4.59,84,25,94,OFF,2026-05-19 01:51:28
p2,59.19,35.49,4,70,78,46,OFF,2026-05-19 01:51:29
p2,56.06,32.62,7.54,2,64,33,ON,2026-05-19 01:51:31
p3,45.95,38.25,5.78,39,6,95,OFF,2026-05-19 01:51:33
p3,69.27,25.39,6.53,80,33,16,OFF,2026-05-19 01:51:34
p2,73.6,17.46,5.01,29,67,42,OFF,2026-05-19 01:51:35
p3,55.81,30.88,4,64,73,92,OFF,2026-05-19 01:51:39
p2,69.1,24.14,4.6,72,94,23,OFF,2026-05-19 01:51:39
p1,66.08,27.7,5.75,64,84,97,ON,2026-05-19 01:51:43
p2,36.32,39.68,4.11,45,24,51,OFF,2026-05-19 01:51:45
p1,77.54,15.67,4,86,29,69,OFF,2026-05-19 01:51:45
p1,69.24,31.18,4.2,52,100,28,OFF,2026-05-19 01:51:46
p3,58.77,36.62,4,30,67,20,OFF,2026-05-19 01:51:52
p3,57.53,28.11,4.04,21,78,82,OFF,2026-05-19 01:51:54
p3,51.43,38.31,4.85,90,65,96,ON,2026-05-19 01:51:57
p1,48.51,38.61,5.72,87,88,49,OFF,2026-05-19 01:51:58
p3,64.59,32.13,6.43,6,62,75,OFF,2026-05-19 01:51:59
p1,49.28,39.52,6.67,15,5,60,ON,2026-05-19 01:52:07
p2,66.53,26,4.38,46,5,36,OFF,2026-05-19 01:52:08
p3,68.29,25.12,4.46,86,50,40,OFF,2026-05-19 01:52:14
p1,76.49,23.1,6.59,82,52,28,OFF,2026-05-19 01:52:17
p3,56.54,36.69,4.93,40,76,61,OFF,2026-05-19 01:52:21
p1,43.92,38.19,4,98,91,91,OFF,2026-05-19 01:52:27
p1,74.26,20.07,7.06,93,16,92,OFF,2026-05-19 01:52:27
p3,66.35,21.49,5.52,12,99,6,OFF,2026-05-19 01:52:37
p3,69.08,21.04,5.1,71,41,68,OFF,2026-05-19 01:52:38
p1,46.78,39.7,4.1,37,80,1,ON,2026-05-19 01:52:38
p2,39.89,35.18,4.58,99,86,28,ON,2026-05-19 01:52:40
p2,70.06,30.85,5.7,30,48,36,ON,2026-05-19 01:52:41
p1,64.35,31.63,7.65,67,11,75,OFF,2026-05-19 01:52:48
p2,79.47,23.69,4.34,47,97,40,OFF,2026-05-19 01:52:53
p2,68.98,21.11,5.34,84,33,1,OFF,2026-05-19 01:52:53
p3,53.12,34.05,5.07,4,27,87,ON,2026-05-19 01:52:54
p3,55.57,32.45,5.68,58,28,82,ON,2026-05-19 01:52:55
p1,52.13,39.49,8.42,6,51,7,OFF,2026-05-19 01:52:58
p2,71.57,29.06,7.78,3,77,13,OFF,2026-05-19 01:52:58
p1,69.21,26.55,7.6,61,64,44,OFF,2026-05-19 01:53:03
p3,64.3,38.11,8.17,7,53,96,OFF,2026-05-19 01:53:09
p1,72.05,26.27,7.93,53,11,33,OFF,2026-05-19 01:53:12
p3,64.22,29.65,7.45,27,64,39,ON,2026-05-19 01:53:13
p1,78.19,15.19,4.35,58,39,26,OFF,2026-05-19 01:53:14
p2,73.56,25.71,4.69,7,79,88,OFF,2026-05-19 01:53:15
p2,60.22,34.19,7.28,57,29,84,OFF,2026-05-19 01:53:19
p3,61.16,33.11,4.99,70,52,77,OFF,2026-05-19 01:53:22
p1,77.16,19.61,5.97,22,97,69,OFF,2026-05-19 01:53:23
p3,71.47,21.34,4,38,47,63,OFF,2026-05-19 01:53:23
p3,70.02,24.39,4,82,13,8,OFF,2026-05-19 01:53:25
p2,62.39,25.18,7.33,60,73,99,OFF,2026-05-19 01:53:27
p2,68.71,25.4,6.36,18,49,42,OFF,2026-05-19 01:53:29
p2,53.96,34.86,5.36,95,82,72,OFF,2026-05-19 01:53:29
p2,62.56,24.29,4.43,41,33,21,OFF,2026-05-19 01:53:30
p1,64.86,28.83,7.32,80,81,43,OFF,2026-05-19 01:53:33
p1,55.22,32.01,4.81,52,3,12,OFF,2026-05-19 01:53:33
p2,55.29,34.55,6.35,1,94,74,OFF,2026-05-19 01:53:35
p1,74.58,22.5,4,77,53,20,OFF,2026-05-19 01:53:38
p3,58.95,34.73,4,22,71,90,ON,2026-05-19 01:53:39
p2,57.83,32.14,7.68,36,0,26,OFF,2026-05-19 01:53:46
p3,60.19,29.65,4.91,52,44,63,OFF,2026-05-19 01:53:49
p2,50.04,37.74,5.65,98,37,82,OFF,2026-05-19 01:53:54
p2,54.99,34.5,4,90,68,82,OFF,2026-05-19 01:53:54
p2,66.72,21.85,7.61,10,91,43,OFF,2026-05-19 01:53:56
p3,69.54,24.43,6.66,87,40,96,OFF,2026-05-19 01:54:01
p1,68.62,20.2,6.46,19,52,76,OFF,2026-05-19 01:54:03
p3,63.61,27.51,5.88,99,74,54,OFF,2026-05-19 01:54:20
p1,49.24,39.1,4.15,17,75,70,OFF,2026-05-19 01:54:20
p2,50.91,35.94,5.58,92,79,27,ON,2026-05-19 01:54:23
p3,49.91,39.72,6,67,72,25,OFF,2026-05-19 01:54:23
p2,69.93,26.13,7.44,55,38,61,OFF,2026-05-19 01:54:25
p1,58.47,39.98,7.12,20,12,20,ON,2026-05-19 01:54:26
p1,45.51,39.54,6.86,95,9,82,OFF,2026-05-19 01:54:27
p1,65.59,26.57,4.08,34,71,0,OFF,2026-05-19 01:54:30
p3,55.4,31.86,8.02,35,29,52,ON,2026-05-19 01:54:32
p3,66.39,28.17,4,80,49,40,OFF,2026-05-19 01:54:33
p1,64.68,23.13,7.61,76,23,13,OFF,2026-05-19 01:54:36
p2,66.5,23.68,4.96,34,32,96,OFF,2026-05-19 01:54:38
p3,68.73,25.93,4,14,64,94,OFF,2026-05-19 01:54:39
p2,71.21,26.7,4.75,65,97,42,OFF,2026-05-19 01:54:40
p1,60.04,29.33,5.76,45,8,27,OFF,2026-05-19 01:54:43
p1,62.1,26.95,7.03,76,91,67,OFF,2026-05-19 01:54:51
p1,77.12,23.19,4,39,67,99,OFF,2026-05-19 01:54:54
p1,53.22,28.79,5.77,59,89,16,OFF,2026-05-19 01:54:57
p2,59.79,29.01,4,68,63,78,OFF,2026-05-19 01:54:58
p3,74.08,16.24,4,32,59,59,OFF,2026-05-19 01:54:58
p2,77.81,16.85,5.98,60,64,7,OFF,2026-05-19 01:55:00
p2,79.16,15.9,6.08,94,1,23,OFF,2026-05-19 01:55:00
p2,74.76,23.51,4,31,4,70,OFF,2026-05-19 01:55:01
p3,63.2,32.25,4.53,5,76,44,OFF,2026-05-19 01:55:01
p2,78.36,17.05,4,50,56,78,OFF,2026-05-19 01:55:05
p2,72.69,29.77,6.08,81,75,70,OFF,2026-05-19 01:55:06
p2,59.07,30.65,4,90,98,4,OFF,2026-05-19 01:55:07
p1,46.87,38.74,4,41,76,7,ON,2026-05-19 01:55:09
p1,80,18.53,7.11,88,8,46,OFF,2026-05-19 01:55:16
p2,48.05,37.2,5.06,9,2,33,OFF,2026-05-19 01:55:18
p2,55.73,33.96,6.61,7,56,80,OFF,2026-05-19 01:55:19
p1,68.49,29.72,6.16,97,86,76,ON,2026-05-19 01:55:21
p1,72.56,20.64,7.17,45,92,17,OFF,2026-05-19 01:55:22
p2,56.65,35.6,4.26,53,14,66,OFF,2026-05-19 01:55:23
p3,68.91,18.39,5.14,41,85,26,OFF,2026-05-19 01:55:24
p3,70.37,29.06,5.88,72,38,87,OFF,2026-05-19 01:55:24
p3,79.98,16.61,5.6,52,36,89,ON,2026-05-19 01:55:25
p1,63.14,29.3,4,86,97,65,OFF,2026-05-19 01:55:38
p2,72.25,20.52,4,69,88,71,OFF,2026-05-19 01:55:41
p3,61.89,25.61,4,99,32,51,OFF,2026-05-19 01:55:43
p2,65.03,24.69,4,51,35,60,OFF,2026-05-19 01:55:44
p2,75.35,17.16,4.87,40,12,74,OFF,2026-05-19 01:55:48
p3,60.95,35.71,6.56,78,96,46,OFF,2026-05-19 01:55:49
p3,65.31,23.42,6.38,30,30,91,OFF,2026-05-19 01:55:52
p2,71.7,23.33,7.22,55,12,95,OFF,2026-05-19 01:55:54
p2,68.39,17.72,6.18,68,83,64,OFF,2026-05-19 01:56:02
p1,71.79,25.57,5.3,35,18,42,OFF,2026-05-19 01:56:03
p1,73.76,21.37,4,96,80,81,OFF,2026-05-19 01:56:07
p2,52.66,36.46,4,98,32,73,OFF,2026-05-19 01:56:07
p2,60.28,25.58,7.39,67,72,20,OFF,2026-05-19 01:56:10
p3,67.69,30.04,4.42,14,46,43,OFF,2026-05-19 01:56:11
p1,59.19,28.6,4,96,27,96,OFF,2026-05-19 01:56:16
p3,52.92,34.8,4.4,43,17,9,OFF,2026-05-19 01:56:20
p1,55.55,38.46,5.78,19,28,80,OFF,2026-05-19 01:56:23
p3,79.62,24.24,6.43,87,85,80,OFF,2026-05-19 01:56:25
p1,67.88,23.59,6.3,77,76,78,OFF,2026-05-19 01:56:26
p2,76.4,22.07,7.2,11,33,8,OFF,2026-05-19 01:56:31
p2,58.14,37.15,5,72,87,8,OFF,2026-05-19 01:56:32
p3,51.1,36.94,4.63,18,86,40,ON,2026-05-19 01:56:34
p3,45.53,39.37,6.27,23,9,45,OFF,2026-05-19 01:56:38
p2,55.85,37.74,4.84,96,82,66,OFF,2026-05-19 01:56:42
p1,65.68,23.26,4.89,37,2,53,OFF,2026-05-19 01:56:42
p3,69.03,26.43,4,68,33,46,OFF,2026-05-19 01:56:43
p2,52.39,34.66,4.88,18,14,57,OFF,2026-05-19 01:56:44
p3,73.31,19.1,4,95,77,78,OFF,2026-05-19 01:56:45
p3,54.89,35.9,4,50,80,5,OFF,2026-05-19 01:56:48
p3,45.78,39.23,6.85,11,7,61,OFF,2026-05-19 01:56:49
p3,69.5,23.64,5.13,12,24,10,OFF,2026-05-19 01:56:53
p2,62.83,30.1,4.13,61,32,5,OFF,2026-05-19 01:56:57
p3,63.54,33.99,7.57,11,84,53,OFF,2026-05-19 01:56:57
p2,60.52,32.73,6.1,100,78,52,OFF,2026-05-19 01:56:58
p3,65.66,27.49,6.21,39,92,20,OFF,2026-05-19 01:56:59
p2,72.98,17.58,4,17,39,52,OFF,2026-05-19 01:57:00
p1,71.72,21.66,5.67,86,88,45,OFF,2026-05-19 01:57:00
p2,80,15.09,6.05,97,21,14,OFF,2026-05-19 01:57:01
